N;article;author;year;LINK;morphological_structure;extracted_features;extraction_techniques;classification_techniques;accuracy;Life_forms;data_set;country_of_origin
60;Classification of weed species using color texture features and discriminant analysis;"BURKS T;SHEARER S;PAYNE F";2000;http://dx.doi.org/10.13031/2013.2723;Whole plants;Texture;Color Cooccurrence Method (CCM);Discriminant Analysis;93;Weeds;Autores;United States
61;Real-Time Leaf Recognition Method Based on Image Segmentation and Feature Extraction;"CAI X;HUO Y;CHEN Y;XI M;TU Y;SUN C;SUN H";2022;http://dx.doi.org/10.1142/S0218001421540331;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);91.8;Various;Autores;China
62;Simplifying VGG-16 for Plant Species Identification;"CAMPOS-LEAL J;YEE-RENDON A;VEGA-LOPEZ I";2022;https://doi.org/10.1109/TLA.2022.9904757;Flowers;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);99;Herbaceous;Autores;México
62;Simplifying VGG-16 for Plant Species Identification;"CAMPOS-LEAL J;YEE-RENDON A;VEGA-LOPEZ I";2022;https://doi.org/10.1109/TLA.2022.9904757;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);99;Various;Base de dados pública;Various
63;Similarity based leaf image retrieval using multiscale R-angle description;"CAO J;WANG B;BROWN D";2016;https://doi.org/10.1016/j.ins.2016.09.023;Leave;Shape;R Angle Descriptor;Dynamic Programming (DP);77.3;Various;Base de dados pública;Various
64;Visual attentional-driven deep learning method for flower recognition;"CAO S;SONG B";2021;http://dx.doi.org/10.3934/mbe.2021103;Flowers;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);85.7;Herbaceous;Base de dados pública;United Kingdom
65;Sorting of Fresh Tea Leaf Using Deep Learning and Air Blowing;"CAO J;WU Z;ZHANG X;LUO K;ZHAO B;SUN C";2023;http://dx.doi.org/10.3390/app13063551;Leave;Representations;YOLO;YOLO;88.4;Herbaceous;Autores;China
66;Tree Species Identification from Bark Images Using Convolutional Neural Networks;"CARPENTIER M;GIGUERE P;GAUDREAULT J";2018;https://doi.org/10.1109/IROS.2018.8593514;Bark;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);93.88;Trees;Autores;Canada
67;On the Significance of Leaf Sides in Automatic Leaf-based Plant Species Identification;"CARRANZA-ROJAS J;MATA-MONTERO E";2016;https://doi.org/10.1109/CONCAPAN.2016.7942341;Leave;Texture;Local Binary Pattern (LBP);K-Nearest neighbour (KNN);80;Trees;Autores;Costa Rica
67;On the Significance of Leaf Sides in Automatic Leaf-based Plant Species Identification;"CARRANZA-ROJAS J;MATA-MONTERO E";2016;https://doi.org/10.1109/CONCAPAN.2016.7942341;Leave;Shape;Histogram of Curvature over Scale (HCoS);K-Nearest neighbour (KNN);80;Trees;Autores;Costa Rica
68;Going deeper in the automated identification of Herbarium specimens;"CARRANZA-ROJAS J;GOEAU H;BONNET P;MATA-MONTERO E;JOLY A";2017;http://dx.doi.org/10.1186/s12862-017-1014-z;Botanical Structures;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);90;Various;Base de dados pública;Various
69;Hidden Biases in Automated Image-Based Plant Identification;"JOSE C;ERICK M;HERVE G";2018;http://dx.doi.org/10.1109/IWOBI.2018.8464187;Leave;Texture;Expectation Maximization (EM);K-Nearest neighbour (KNN);99;Trees;Autores;Costa Rica
69;Hidden Biases in Automated Image-Based Plant Identification;"JOSE C;ERICK M;HERVE G";2018;http://dx.doi.org/10.1109/IWOBI.2018.8464187;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);99;Trees;Autores;Costa Rica
70;Extreme Automatic Plant Identification Under Constrained Resources;"CARRANZA-ROJAS J;GONZALEZ-VILLANUEVA R;JIMENEZ-MORALES K;QUESADA-MONTERO K;ESQUIVEL-BARBOZA E;CARVAJAL-BARBOZA N";2022;https://ceur-ws.org/Vol-3180/paper-159.pdf;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);46;Various;Base de dados pública;Various
71;IFSC/USP at ImageCLEF 2011: Plant identication task;"CASANOVA D;FLORINDO J;BRUNO O";2011;https://ceur-ws.org/Vol-1177/CLEF2011wn-ImageCLEF-CasanovaEt2011.pdf;Leave;Shape;Shape features;Naive Bayes;49;Trees;Base de dados pública;France
72;An End-to-End Deep Learning System for Hop Classification;"CASTRO P;MOREIRA G;LUZ E";2022;https://doi.org/10.1109/TLA.2022.9667141;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);80;Liana;Autores;Brazil
73;Understanding leaves in natural images – A model-based approach for tree species identification;"CERUTTI G;TOUGNE L;MILLE J;VACAVANT A;COQUIN D";2013;https://doi.org/10.1016/j.cviu.2013.07.003;Leave;Color;Color characteristics;Descriptor grouping;83.5;Trees;Base de dados pública;France
73;Understanding leaves in natural images – A model-based approach for tree species identification;"CERUTTI G;TOUGNE L;MILLE J;VACAVANT A;COQUIN D";2013;https://doi.org/10.1016/j.cviu.2013.07.003;Leave;Shape;Shape features;Descriptor grouping;83.5;Trees;Base de dados pública;France
74;Leaf margins as sequences: A structural approach to leaf identification;"CERUTTI G;TOUGNE L;COQUIN D;VACAVANT A";2014;https://doi.org/10.1016/j.patrec.2014.07.016;Leave;Shape;Shape features;K-Nearest neighbour (KNN);;Trees;Base de dados pública;France
75;Complex Identification of Plants from Leaves;"CERVANTES J;GARCIA L F;RODRIGUEZ M L;ZARCO H A;RUIZ C J";2018;http://dx.doi.org/10.1007/978-3-319-95957-3_41;Leave;Shape;Shape features;Logistic Regression;99.48;Trees;Base de dados pública;China
75;Complex Identification of Plants from Leaves;"CERVANTES J;GARCIA L F;RODRIGUEZ M L;ZARCO H A;RUIZ C J";2018;http://dx.doi.org/10.1007/978-3-319-95957-3_41;Leave;Texture;Local Binary Pattern (LBP);Bayesian Classifier;99.48;Trees;Base de dados pública;China
75;Complex Identification of Plants from Leaves;"CERVANTES J;GARCIA L F;RODRIGUEZ M L;ZARCO H A;RUIZ C J";2018;http://dx.doi.org/10.1007/978-3-319-95957-3_41;Leave;Texture;Haralick Features;Artificial Neural Networks (ANN);99.48;Trees;Base de dados pública;China
75;Complex Identification of Plants from Leaves;"CERVANTES J;GARCIA L F;RODRIGUEZ M L;ZARCO H A;RUIZ C J";2018;http://dx.doi.org/10.1007/978-3-319-95957-3_41;Leave;Color;Chromatic Characteristics;Suport Vector Machine (SVM);99.48;Trees;Base de dados pública;China
76;Leaf classification based on a quadratic curved axis;"CHAISUK P;PHROMSUTHIRAK K;AREEKUL V";2017;https://doi.org/10.1109/ICIP.2017.8297128;Leave;Shape;Shape features;Dissimilarity measures;65.64;Trees;Base de dados pública;France
77;Plant Leaf Recognition using Texture and Shape features with Neural ClassiÞers;"CHAKI J;PAREKH R;BHATTACHARYA S";2015;http://dx.doi.org/10.1016/j.patrec.2015.02.010;Leave;Texture;Gray level cooccurrence matrix (GLCM);Neuro Fuzzy Controller (NFC);97.6;Various;Base de dados pública;China
77;Plant Leaf Recognition using Texture and Shape features with Neural ClassiÞers;"CHAKI J;PAREKH R;BHATTACHARYA S";2015;http://dx.doi.org/10.1016/j.patrec.2015.02.010;Leave;Texture;Gabor Features;Neuro Fuzzy Controller (NFC);97.6;Various;Base de dados pública;China
77;Plant Leaf Recognition using Texture and Shape features with Neural ClassiÞers;"CHAKI J;PAREKH R;BHATTACHARYA S";2015;http://dx.doi.org/10.1016/j.patrec.2015.02.010;Leave;Shape;Curvelet Transform (CT);Artificial Neural Networks (ANN);97.6;Various;Base de dados pública;China
77;Plant Leaf Recognition using Texture and Shape features with Neural ClassiÞers;"CHAKI J;PAREKH R;BHATTACHARYA S";2015;http://dx.doi.org/10.1016/j.patrec.2015.02.010;Leave;Shape;Moment characteristics;Artificial Neural Networks (ANN);97.6;Various;Base de dados pública;China
78;"Research on classification and recognition method
of plant leaves based on deep learning";"CHANG L;DING X";2022;https://doi.org/10.1109/ISAIEE57420.2022.00039;Leave;Representations;YOLO;YOLO;93.1;NI;NI;NI
78;"Research on classification and recognition method
of plant leaves based on deep learning";"CHANG L;DING X";2022;https://doi.org/10.1109/ISAIEE57420.2022.00039;Leave;Representations;Faster - RCNN;Convolutional Neural Networks (CNN);93.7;NI;NI;NI
79;"Computer Assisted Plant Identification System for
Android";"CHATHURA P H;WITHANAGE D";2015;https://doi.org/10.1109/MERCon.2015.7112336;Leave;Texture;Scale Invariant Feature Transform (SIFT);Suport Vector Machine (SVM);96.48;Various;Base de dados pública;China
80;"Plant Species Image Recognition using Artificial
Intelligence on Jetson Nano Computational Platform";"CHAVAN S;FORD J;YU X;SANIIE J";2021;https://doi.org/10.1109/EIT51626.2021.9491893;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);72;Trees;Base de dados pública;United States
81;"Plant Species Identification by using Scale Invariant
Feature Transform (SIFT) and Grid Based Colour
Moment (GBCM)";"CHE H N;JAMIL N;NORDIN S;AWANG K";2013;http://dx.doi.org/10.1109/ICOS.2013.6735079;Leave;Texture;Scale Invariant Feature Transform (SIFT);Euclidean Distance (ED);87.5;Herbaceous;Autores;Malaysia
81;"Plant Species Identification by using Scale Invariant
Feature Transform (SIFT) and Grid Based Colour
Moment (GBCM)";"CHE H N;JAMIL N;NORDIN S;AWANG K";2013;http://dx.doi.org/10.1109/ICOS.2013.6735079;Leave;Color;Grid Based Colour Moment (GBCM);Euclidean Distance (ED);87.5;Herbaceous;Autores;Malaysia
82;"A System for Weeds and Crops Identification
Identification Based on Convolutional
Neural Network";"CHECHLINSKI L;SIEMIATKOWSKA B;MAJEWSKI M";2018;https://doi.org/10.3390/s19173787;Whole plants;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);98;Weeds;Autores;Poland
83;IBM Research Australia at LifeCLEF2014: Plant Identication Task;"CHEN Q;ABEDINI M;GARNAVI R;LIANG X";2014;https://ceur-ws.org/Vol-1180/CLEF2014wn-Life-ChenEt2014.pdf;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);47;Various;Base de dados pública;France
83;IBM Research Australia at LifeCLEF2014: Plant Identication Task;"CHEN Q;ABEDINI M;GARNAVI R;LIANG X";2014;https://ceur-ws.org/Vol-1180/CLEF2014wn-Life-ChenEt2014.pdf;Multiple plant organs;Texture;Scale Invariant Feature Transform (SIFT);Suport Vector Machine (SVM);47;Various;Base de dados pública;France
83;IBM Research Australia at LifeCLEF2014: Plant Identication Task;"CHEN Q;ABEDINI M;GARNAVI R;LIANG X";2014;https://ceur-ws.org/Vol-1180/CLEF2014wn-Life-ChenEt2014.pdf;Multiple plant organs;Color;Moments of color;Suport Vector Machine (SVM);47;Various;Base de dados pública;France
84;Plant Leaves Recognition Combined PCA with AdaBoost.M1;"CHEN H;ZHU H;CHAI X";2019;https://ceur-ws.org/Vol-1180/CLEF2014wn-Life-ChenEt2014.pdf;Leave;Shape;HU moments;AdaBoost;98.5;Various;Base de dados pública;China
84;Plant Leaves Recognition Combined PCA with AdaBoost.M2;"CHEN H;ZHU H;CHAI X";2019;https://ceur-ws.org/Vol-1180/CLEF2014wn-Life-ChenEt2014.pdf;Leave;Texture;Texture features;AdaBoost;98.5;Various;Base de dados pública;China
85;Leaf Feature Extraction and Classification Based on Combination Algorithm and Probabilistic Neural Network;CHEN W;2022;https://doi.org/10.1109/ICKII55100.2022.9983589;Leave;Shape;Shape features;Artificial Neural Networks (ANN);92.3;NI;NI;NI
86;"Individual Tree Species Identification Based on a Combination
of Deep Learning and Traditional Features";"CHEN C;JING L;LI H;TANG Y;CHEN F";2023;https://doi.org/10.3390/f15020293;Canopy;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);87.67;Trees;Autores;China
86;"Individual Tree Species Identification Based on a Combination
of Deep Learning and Traditional Features";"CHEN C;JING L;LI H;TANG Y;CHEN F";2023;https://doi.org/10.3390/f15020293;Canopy;Texture;Gray level cooccurrence matrix (GLCM);Convolutional Neural Networks (CNN);87.67;Trees;Autores;China
87;Sparse representationsbasedattributelearningfor flowerclassification;"CHENG K;TAN X";2014;https://doi.org/10.1016/j.neucom.2014.05.011;Flowers;Texture;Scale Invariant Feature Transform (SIFT);K-SVD;85;Herbaceous;Base de dados pública;United Kingdom
87;Sparse representationsbasedattributelearningfor flowerclassification;"CHENG K;TAN X";2014;https://doi.org/10.1016/j.neucom.2014.05.011;Flowers;Shape;Pyramid Histogram of Oriented Gradients (PHOG);K-SVD;85;Herbaceous;Base de dados pública;United Kingdom
87;Sparse representationsbasedattributelearningfor flowerclassification;"CHENG K;TAN X";2014;https://doi.org/10.1016/j.neucom.2014.05.011;Flowers;Color;Color characteristics;K-SVD;85;Herbaceous;Base de dados pública;United Kingdom
88;Plant identification with deep convolutional neural network: SNUMedinfo at LifeCLEF plant identification task 2015;CHOI S;2015;https://ceur-ws.org/Vol-1391/82-CR.pdf;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);65.2;Various;Base de dados pública;France
89;Plant Leaf Image Recognition using Multiple-grid Based Local Descriptor and Dimensionality Reduction Approach;"CHOMPOOKHAM T;GONWIRAT S;LATA S;PHIPHIPHATPHAISIT S;SURINTA O";2020;http://dx.doi.org/10.1145/3388176.3388180;Leave;Shape;Histogram of Oriented Gradients (HOG);Suport Vector Machine (SVM);99.06;Trees;Base de dados pública;China
89;Plant Leaf Image Recognition using Multiple-grid Based Local Descriptor and Dimensionality Reduction Approach;"CHOMPOOKHAM T;GONWIRAT S;LATA S;PHIPHIPHATPHAISIT S;SURINTA O";2020;http://dx.doi.org/10.1145/3388176.3388180;Leave;Texture;Local Binary Pattern (LBP);Artificial Neural Networks (ANN);99.06;Trees;Base de dados pública;China
89;Plant Leaf Image Recognition using Multiple-grid Based Local Descriptor and Dimensionality Reduction Approach;"CHOMPOOKHAM T;GONWIRAT S;LATA S;PHIPHIPHATPHAISIT S;SURINTA O";2020;http://dx.doi.org/10.1145/3388176.3388180;Leave;Color;Color characteristics;Artificial Neural Networks (ANN);99.06;Trees;Base de dados pública;China
90;Ensemble Methods with Deep Convolutional Neural Networks for Plant Leaf Recognition;"CHOMPOOKHAM T;SURINTA O";2021;http://dx.doi.org/10.24507/icicel.15.06.553;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);91.77;Trees;Autores;Thailand
91;Plant Identication on Amazonian and Guiana Shield Flora: NEUON submission to LifeCLEF 2019 Plant;"CHULIF S;HENG K;CHAN T;AL M A;CHANG Y";2019;https://ceur-ws.org/Vol-2380/paper_168.pdf;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);68.47;Various;Base de dados pública;Brazil
92;A Global-Scale Plant Identification using Deep Learning: NEUON Submission to PlantCLEF 2022;"CHULIF S;LEE S;CHANG Y";2022;http://ceur-ws.org/Vol-3180/;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);60.7;Various;Base de dados pública;NI
93;A machine learning approach for cross-domain plant identification using herbarium specimens;"CHULIF S;LEE S;CHANG Y;CHAI K";2022;https://link.springer.com/article/10.1007/s00521-022-07951-6;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);85.6;Various;Base de dados pública;NI
94;Central Attention and a Dual Path Convolutional Neural Network in Real-World Tree Species Recognition;"CHUNG Y;CHOU C;LI C";2021;https://doi.org/10.3390/ijerph18030961;Whole plants;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);77.1;Trees;Autores;Taiwan
95;Plant Leaf Recognition by Venation and Shape Using Artificial Neural Networks;"CODIZAR A;SOLANO G";2016;https://doi.org/10.1109/IISA.2016.7785361;Leave;Shape;Canny Algorithm;Artificial Neural Networks (ANN);95;NI;NI;NI
95;Plant Leaf Recognition by Venation and Shape Using Artificial Neural Networks;"CODIZAR A;SOLANO G";2016;https://doi.org/10.1109/IISA.2016.7785361;Leave;Shape;Centroid-Radiii Model;Artificial Neural Networks (ANN);95;NI;NI;NI
95;Plant Leaf Recognition by Venation and Shape Using Artificial Neural Networks;"CODIZAR A;SOLANO G";2016;https://doi.org/10.1109/IISA.2016.7785361;Leave;Shape;HU moments;Artificial Neural Networks (ANN);95;NI;NI;NI
95;Plant Leaf Recognition by Venation and Shape Using Artificial Neural Networks;"CODIZAR A;SOLANO G";2016;https://doi.org/10.1109/IISA.2016.7785361;Leave;Shape;Geometric Parameters;Artificial Neural Networks (ANN);95;NI;NI;NI
96;Tree Species Classification over Cloudy Mountainous Regions by Spatiotemporal Fusion and Ensemble Classifier;"CUI L;CHEN S;MU Y;XU X;ZHANG B;ZHAO X";2023;https://doi.org/10.3390/f14010107;Vegetation;Spectral features;STARFM Algorithm;K-Nearest neighbour (KNN);84.23;Trees;Autores;China
96;Tree Species Classification over Cloudy Mountainous Regions by Spatiotemporal Fusion and Ensemble Classifier;"CUI L;CHEN S;MU Y;XU X;ZHANG B;ZHAO X";2023;https://doi.org/10.3390/f14010107;Vegetation;Spectral features;FSDAF Algorithm;Random Forest (RF);84.23;Trees;Autores;China
96;Tree Species Classification over Cloudy Mountainous Regions by Spatiotemporal Fusion and Ensemble Classifier;"CUI L;CHEN S;MU Y;XU X;ZHANG B;ZHAO X";2023;https://doi.org/10.3390/f14010107;Vegetation;Spectral features;STNLFFFM Algorithm;Artificial Neural Networks (ANN);84.23;Trees;Autores;China
